id,title,score,members,demographic,tags
1107,Time Guardian,6.92,634.0,Shoujo,"Fantasy, Mystery"
1136,Bakumatsu Seishun Hanafubuki,6.6,626.0,,"Boys Love, Comedy, Erotica, Historical"
1172,Your Honest Deceit,6.7,690.0,,"Boys Love, Erotica"
1252,Hissing,7.07,696.0,Shoujo,Romance
1276,Otogi no Machi no Rena,6.42,2066.0,Seinen,"Comedy, Romance, Supernatural, Ecchi"
1288,School Days,6.26,16583.0,Shounen,"Drama, Romance, School"
1289,Ikaryaku,,407.0,,"Comedy, Parody"
1365,Kaze to Ki no Uta,8.12,11289.0,Shoujo,"Award Winning, Boys Love, Drama, Historical"
1384,Love is Like a Hurricane,6.98,1087.0,,"Boys Love, Comedy, Romance, Erotica, School"
1514,Voyeur,6.27,1698.0,Seinen,"Drama, Psychological"
1537,Bronze: Zetsuai Since 1989,7.54,1836.0,Shoujo,"Boys Love, Drama, Erotica, Psychological"
1614,Wild Rose,6.84,1085.0,Shoujo,Supernatural
1637,Muchakucha Daisuki.,7.09,2696.0,Shoujo,"Drama, Romance"
1692,S☆☆Friend,6.79,643.0,,"Boys Love, Erotica"
1702,Jisatsu Circle,6.49,23676.0,,"Horror, Psychological"
1774,Eensy-Weensy Monster,7.44,3415.0,Shoujo,"Comedy, Fantasy, School"
1791,Captain Tsubasa: Road to 2002,7.47,2652.0,Seinen,"Drama, Sports, Team Sports"
1796,Dawn: Tsumetai Te,7.01,6556.0,Josei,"Drama, Horror"
1825,Luna Lunatic,6.98,431.0,Shoujo,"Comedy, Supernatural"
1859,Natsume's Book of Friends,8.67,49553.0,Shoujo,"Drama, Supernatural, Iyashikei"
1874,Cherish,7.04,3363.0,Josei,"Drama, Romance"
1896,A Devil and Her Love Song,7.62,33261.0,Shoujo,"Drama, Romance, School"
1942,West End,,181.0,,"Boys Love, Erotica"
2001,Three and a Half,6.65,1091.0,,"Boys Love, Erotica"
2003,Pathos dj - Deep Throat,6.71,412.0,,"Boys Love, Fantasy, Erotica, Vampire"
2011,Hada Made Aishite,6.75,535.0,,"Boys Love, Erotica"
2039,Immoral Lovesickness,6.99,1925.0,,"Boys Love, Erotica"
2096,Koi no Okite,6.38,343.0,,"Boys Love, Erotica"
2134,Saving Life,6.91,670.0,Shounen,"Comedy, Ecchi"
2199,Secretary,6.56,1197.0,,"Boys Love, Erotica"
2279,Tanutan,6.55,349.0,,"Boys Love, Erotica"
2289,Inshallah,,117.0,,"Boys Love, Erotica"
2299,Otoko no Aishikata,,176.0,,"Boys Love, Comedy, Erotica"
2366,Double♥Mind,,75.0,,"Boys Love, Erotica"
2371,Oteuchi Kakugo!,6.75,462.0,,"Boys Love, Erotica"
2384,Junjou,7.65,1589.0,,"Boys Love, Erotica"
2447,Your Word Is My Command,7.19,2497.0,,"Boys Love, Erotica, School"
2461,Sweet vs Home,6.56,590.0,,Boys Love
2469,Midnight Carrier,6.69,633.0,,"Boys Love, Erotica"
2489,Yasashii Kankei,7.01,968.0,,"Boys Love, Erotica"
2505,Kokoro Kikai.,7.3,4433.0,,"Boys Love, School"
2558,Itadakimasu,7.32,4281.0,Josei,"Comedy, Romance, Ecchi"
2598,Clannad,7.88,12580.0,Seinen,"Drama, Romance, School"
2619,Shards of Affection,6.96,916.0,,"Boys Love, Supernatural, Erotica"
2643,Lover's Pledge,7.2,2108.0,,"Boys Love, Comedy, Erotica, School"
2678,I can't stand only the kiss!,7.16,1410.0,,"Boys Love, Romance"
2760,Seinen 14-sai,6.81,832.0,,"Boys Love, Comedy, Drama, Romance, Erotica, School"
2775,Okubyou na Yubisaki,6.7,386.0,,"Boys Love, Supernatural, Erotica"
2955,Otome wa Boku ni Koishiteru,6.86,2507.0,,"Comedy, Romance, Slice of Life, Ecchi, Crossdressing, School"
3039,Strawberry Panic,7.02,8238.0,,"Drama, Girls Love"
3066,Enslave Lover,6.88,790.0,,"Boys Love, Erotica"
3120,Hallucination from the Womb,6.97,2138.0,,"Drama, Sci-Fi, Psychological"
3167,A Little Snow Fairy Sugar,6.82,1357.0,Shounen,"Fantasy, Slice of Life, School"
3168,Hiatari Ryoukou!,7.11,1509.0,Shoujo,"Comedy, Romance, Sports"
3172,Three in Love,,182.0,Shoujo,Romance
3248,100 Days Dream,6.49,2515.0,Shoujo,
3274,Shuna's Journey,7.63,6244.0,,"Adventure, Fantasy"
3288,Love♡Lucky!,7.37,6208.0,Seinen,"Comedy, Romance, Ecchi, Showbiz"
3396,Black Magic,5.97,1866.0,,"Action, Sci-Fi"
3410,Secret Plot,6.66,1049.0,,Hentai
3432,Princess Mimia,6.7,484.0,Seinen,"Fantasy, Sci-Fi"
3433,Virgin Night,6.55,648.0,Seinen,"Romance, Ecchi"
3501,S&M University,6.5,469.0,,"Drama, Hentai, Psychological, School"
3516,Pochi,6.83,369.0,Shoujo,"Comedy, Romance"
3596,Eikou no Te,6.15,420.0,Shoujo,Horror
3624,Spunky Knight,6.56,306.0,,"Adventure, Comedy, Fantasy, Hentai"
3633,Beast Master,7.94,62502.0,Shoujo,"Comedy, Romance"
3636,Rasetsu,7.8,4254.0,Shoujo,"Mystery, Supernatural"
3738,Tsuki wa Yamiyo ni Kakuru ga Gotoku,6.7,1361.0,,"Boys Love, Historical"
3741,Lord,7.09,1493.0,Seinen,"Action, Historical"
3885,Zero - The Beginning of The Coffin,7.34,5634.0,Seinen,"Action, Sci-Fi, Supernatural"
3922,Chinetsu Karte,,350.0,,Hentai
3952,"A Hot, Romantic Night",6.35,1436.0,Shoujo,"Comedy, Romance, Supernatural"
4005,Fist of the North Star: The Conquering King of the Heavens - Raoh's Story,6.95,1176.0,Seinen,"Action, Martial Arts"
4016,Yaya,6.97,949.0,Shoujo,"Drama, Romance"
4119,Animal Academy,7.3,1600.0,Shounen,"Fantasy, School"
4182,the Life of Ichabod,,189.0,Seinen,Action
4189,Hard Rock,6.89,1083.0,,"Boys Love, Romance, Erotica, Music, School"
4191,Red,,242.0,,"Boys Love, Drama, Historical"
4225,Family Play,6.42,353.0,Josei,"Drama, Girls Love, Slice of Life, Erotica, Hentai, Harem"
4254,Ii Hito,7.15,572.0,Seinen,"Drama, Romance"
4259,Roman Club,,437.0,Shounen,"Adventure, Slice of Life, Supernatural"
4269,Godhand Teru,7.43,1311.0,Shounen,"Adventure, Comedy, Drama, Medical"
4423,Oooku: The Inner Chambers,8.12,12963.0,Shoujo,"Award Winning, Drama, Historical, Samurai"
4428,Koi Cupid,,433.0,,"Comedy, Fantasy, Romance"
4459,Demon Flowers,7.41,1079.0,Shoujo,"Action, Fantasy, Supernatural"
4521,Himitsu - H na Naishobanashi,6.05,2156.0,Shoujo,"Drama, Romance"
4526,Anata no Omocha,6.57,572.0,Shoujo,
4544,Sakura Irony,6.98,1051.0,Shoujo,"Comedy, Romance, School"
4558,Clowick Canaan-Vail,6.5,368.0,,
4580,Beauty Honey,6.88,1455.0,Shoujo,"Comedy, Romance"
4683,Adult Time,7.2,1853.0,Shoujo,"Romance, School"
4725,Yuuwaku Healing,,240.0,Shoujo,"Romance, School"
4741,Haitoku no O-niwa,6.63,311.0,,Hentai
4778,A Rose Colored Life,6.96,734.0,,"Boys Love, Comedy, Erotica"
4784,Summer Affair,,76.0,,"Boys Love, Erotica"
4794,U・BU U・BU,,101.0,Shoujo,"Romance, Showbiz"
4803,Super Great Darling,,395.0,Shoujo,Romance
4804,Ohoshisama ni Onegai!,,212.0,Shoujo,
4805,Sugar☆Family,7.21,5491.0,Shoujo,"Comedy, Romance, School"
4807,Honey,,569.0,Shoujo,"Romance, School"
4834,Hotondo Ijou Zettai Miman,,53.0,Shoujo,
4844,The World of Narue,6.8,2068.0,Shounen,"Award Winning, Comedy, Drama, Romance, Sci-Fi, School"
4893,Tenshi Kouryaku Manual,6.87,482.0,Shoujo,"Comedy, Fantasy, Romance"
4966,Genei Hakurankai,6.74,717.0,Seinen,Mystery
5013,Urooboe Uroboros!,6.58,5344.0,Shounen,"Action, Romance, School"
5015,The Legend of Mother Sarah,7.41,5972.0,Seinen,"Action, Adventure, Drama, Sci-Fi"
5097,Double Cast,6.72,1286.0,,"Boys Love, Erotica"
5127,Fire of Love,6.81,768.0,,"Boys Love, Erotica"
5192,Project Zeorymer,5.59,569.0,,"Action, Drama, Sci-Fi, Hentai, Mecha"
5203,Mobile Suit Crossbone Gundam: Skull Heart,6.97,1980.0,,"Action, Sci-Fi, Mecha, Military, Space"
5208,Phantom Wizard,6.4,857.0,Shounen,"Action, Adventure, Fantasy"
5233,Suigara no Nedoko,,47.0,,"Boys Love, Erotica"
5355,Hidoi Otoko.,7.02,1087.0,,"Boys Love, Erotica"
5391,Sunaebo,6.9,1397.0,Shoujo,"Drama, Romance"
5401,Ayako,7.67,10609.0,Seinen,"Drama, Historical, Psychological"
5417,Shin Happy People,,216.0,Seinen,"Comedy, Drama"
5418,Macross 7 Trash,6.52,1106.0,Shounen,"Action, Drama, Sci-Fi, Mecha, Military, Music, Space"
5451,Ultimate Muscle: The Kinnikuman Legacy,7.4,1739.0,,"Action, Comedy, Martial Arts, Super Power"
5479,Jinzou Shoujo,6.54,2017.0,Shoujo,"Drama, Horror, Mystery, Romance, Sci-Fi, Magical Sex Shift"
5512,Did I Do Something Wrong?,5.46,557.0,Shoujo,"Comedy, School"
5584,Wreckage X,5.46,705.0,,Adventure
5632,Night Warriors: Darkstalkers' Revenge,,450.0,Seinen,"Action, Supernatural"
5650,I too have a word to say about it,6.85,836.0,,"Boys Love, Comedy, Erotica"
5653,Morning Kiss,6.55,579.0,,"Boys Love, Erotica"
5678,Dan Dan Dakishimete,,117.0,Shoujo,Romance
5700,Lovers Flowers,6.76,529.0,Shoujo,Romance
5732,The Boy Toy,6.71,2365.0,,"Boys Love, Drama, Erotica"
5802,Lost+Brain,6.47,10368.0,Shounen,"Drama, Psychological"
5808,Flower,6.46,613.0,Shoujo,"Drama, Romance"
5824,Pink de Ikou!,6.9,423.0,Shoujo,"Romance, School"
5927,Kiiroi Isu,6.47,1099.0,Shoujo,
5943,Hanshin,7.32,5698.0,Shoujo,"Drama, Psychological"
5957,Electric Prince Takahashi,,128.0,Shoujo,"Fantasy, Romance"
5970,Shokubutsu Zukan,,205.0,,"Boys Love, Drama"
6006,Gentle Cage,7.24,365.0,,"Boys Love, Erotica"
6087,Koisuru Heart de Taihoshite,6.9,1935.0,Shoujo,"Romance, Detective"
6089,Crimson MIX Special,,157.0,Shoujo,"Fantasy, Romance"
6099,Honnori Vanilla,,180.0,,"Boys Love, Comedy"
6226,NuiguruMix♥,6.83,1001.0,Seinen,"Comedy, Romance, Supernatural, Ecchi, Harem, School"
6294,One More Jump,,111.0,Shoujo,"Award Winning, Romance, Sports"
6444,Naruto,6.5,17370.0,Shounen,Action
6524,Love Together,6.6,308.0,,"Boys Love, Erotica"
6766,Go With a Kiss!,,167.0,Shoujo,Romance
6808,Saikou no Kiss wo Ageru,7.36,2354.0,Shoujo,
6834,Nephylym,,209.0,Seinen,"Action, Comedy, Fantasy"
6838,"""Kiss me!"" After school",7.35,5191.0,Shoujo,"Comedy, Romance, School"
7067,Skyhigh: Shinshou,7.32,2639.0,Seinen,"Drama, Horror, Supernatural"
7092,Meg to Seron,,366.0,,"Action, Adventure, Fantasy"
7115,Getsumen to Heiki Miina,,347.0,Shounen,"Action, Comedy, Fantasy, Sci-Fi, Ecchi"
7140,Jewelry★Eyes,6.98,1146.0,Shoujo,Romance
7169,Tengai Retrogical,,100.0,,"Comedy, Fantasy"
7195,Devil Kings,7.22,1218.0,Shounen,"Action, Fantasy, Martial Arts, Samurai"
7215,Dan Doh!! Xi,,204.0,Shounen,"Romance, Sports"
7289,"No, No, Darling",6.44,416.0,Shoujo,Romance
7323,The Aristocrat's Blue Kiss,7.1,1706.0,,"Boys Love, Erotica"
7325,Sengoku Strays,7.62,6019.0,Shounen,"Action, Fantasy, Historical, Time Travel"
7376,Masuraou,6.66,1984.0,Seinen,"Action, Comedy"
7431,Uwasa no Kanojo,6.95,1360.0,,"Comedy, Romance, School"
7533,Koukaku no Regios,7.67,4115.0,,"Fantasy, Sci-Fi, School"
7545,Shishunki wa Hatsujouki.,7.0,948.0,,"Hentai, School"
7576,Kawaii tte Itte yo,7.07,1459.0,Shoujo,Romance
7634,High School! Kimengumi,7.28,996.0,Shounen,"Comedy, Gag Humor, School"
7668,Complex,8.15,4000.0,,"Boys Love, Erotica"
7688,H,6.21,699.0,,Hentai
7733,Sonna Koe Dashicha Iya,6.8,915.0,Shoujo,"Comedy, Drama, Romance"
7735,Cinderella Fella,6.8,883.0,,"Comedy, Romance"
7736,Confessing Truthfully,6.92,620.0,,"Romance, School"
7766,Mayonaka Express,7.22,653.0,Shoujo,"Comedy, Fantasy, Romance, Sci-Fi, Supernatural"
7825,Little Sister's Panties,,199.0,,"Ecchi, Hentai"
7940,Leave It to Me!,,261.0,Shoujo,"Romance, School"
7973,Eccentric Lover,,52.0,Shoujo,
7999,Azamaru,6.49,880.0,Seinen,"Action, Romance, Historical"
8015,Seijou Kouchakan no Jijou,6.54,1941.0,Seinen,"Boys Love, Comedy, Girls Love, Romance, Ecchi, Magical Sex Shift"
8023,Aoiro Toshokan,6.69,531.0,Shoujo,
8041,Kowashitai hodo Aisaretai,,102.0,Shoujo,
8063,Akuma Kari: Kanmuri Tsubasa no Seitenshihen,,78.0,Shounen,"Action, Fantasy"
8121,Himitsu no Ren'ai Drama,,114.0,Shoujo,"Drama, Romance"
8126,Playing Love Performance with Me,,50.0,Shoujo,Romance
8130,10 Nenme no Koi,,96.0,,
8140,Idolmaster Xenoglossia,,336.0,,"Sci-Fi, Mecha"
8142,Rental Magica from Solomon,,408.0,,"Action, Comedy, Fantasy, Supernatural"
8223,Issho ni Neyou yo,7.59,3738.0,Shoujo,"Comedy, Romance"
8239,Vampire Knight: Ice Blue Sin,7.63,4701.0,,"Romance, Supernatural, Vampire"
8404,Buttobi!! CPU,6.44,586.0,Seinen,"Comedy, Sci-Fi, Ecchi"
8439,Ano Ko to Boku no Ie,7.21,2594.0,Shoujo,"Comedy, Romance"
8446,Ikigami: The Ultimate Limit,7.78,25530.0,Seinen,"Action, Drama, Mystery, Suspense, Psychological"
8499,Rambo Sensei,,138.0,,"Action, Ecchi, School"
8644,Just!!,,313.0,,"Boys Love, Comedy, Love Polygon, School"
8681,Milky Magic,,104.0,Shoujo,"Drama, Romance, Supernatural"
8734,8,6.37,896.0,Seinen,"Drama, Supernatural, Psychological"
8779,Love at the Fingertip,6.53,333.0,Shoujo,"Drama, Romance"
8783,Majinou Gallon,,441.0,Shounen,"Action, Sci-Fi"
8794,Suki ja Nai,6.78,569.0,Shoujo,
8798,Uchi no Hide,6.44,519.0,,Slice of Life
8811,Koisuru Wakusei,6.49,762.0,Shoujo,Romance
8904,Exotic and Delicious Fate,6.95,981.0,,"Boys Love, Erotica"
8922,Clan of the Nakagamis - The Devil Cometh,,248.0,,"Boys Love, Comedy, Romance, Erotica"
8950,Hanamaru Kindergarten,7.43,3940.0,Seinen,"Comedy, Slice of Life, Childcare"
8953,The Boyfriend Next Door,6.98,1776.0,,"Boys Love, Slice of Life"
8976,Street Fighter: Sakura Gives it Her Best!; Street Fighter Sakura Ganbaru!,7.27,1229.0,,"Action, Martial Arts"
9064,Kiss XXXX,,435.0,Shoujo,"Drama, Romance"
9145,Designer,,251.0,Shoujo,Romance
9147,Banana Bread no Pudding,6.36,1605.0,Shoujo,"Comedy, Drama, Psychological"
9161,"The secret butler; The Person That She Likes; Think Of You, Clavier; Would You Like To Adopt And Raise A Beauty?",7.16,3793.0,Shoujo,"Romance, School"
9172,Mosaic Rasen,,211.0,Shoujo,"Drama, Fantasy, Romance"
9173,Mesh,,278.0,Shoujo,"Drama, Psychological"
9199,Raspberry Crisis,6.15,460.0,,"Boys Love, Erotica"
9208,The Evolution of Angels,,121.0,Shoujo,"Drama, Romance, Sci-Fi"
9285,Sons of Eve,,287.0,,"Boys Love, Comedy, Historical"
9395,Erika's Season,,63.0,Shoujo,"Drama, Romance"
9548,Higurashi WHEN THEY CRY: Massacre Arc,8.29,12818.0,,"Drama, Horror, Mystery, Psychological"
9610,Kanojo ga Shinjatta.,,114.0,Seinen,"Romance, Ecchi"
9645,Monkey Strip,6.38,576.0,Josei,Ecchi
9699,Classmates,8.29,43517.0,,"Boys Love, Slice of Life, School"
9706,Fukufuku Fu-nya~n,,309.0,Josei,"Adventure, Comedy, Slice of Life, Pets"
9719,Ryuurouden: Chuugen Ryouran-hen,7.42,449.0,Shounen,"Action, Historical, Time Travel"
9751,Jinrui Nekoka,6.82,411.0,Shounen,"Comedy, Romance, Slice of Life"
9865,Monzetsu Caligula Machine,6.64,478.0,,Hentai
9872,Aji Ichi Monme,,178.0,Seinen,"Award Winning, Comedy, Drama, Gourmet, Slice of Life, Historical"
9922,Renai Complex,,196.0,,Hentai
9979,Yowaito Nikki,6.78,1134.0,Shoujo,"Action, Adventure, Samurai"
10009,Ano Niji wo Koete: Sakamoto-san Chi Monogatari,,122.0,Shoujo,"Comedy, Romance"
10078,Shigofumi: Stories of Last Letter,,707.0,,Supernatural
10105,Inumarudashi,6.27,526.0,Shounen,"Comedy, Slice of Life, Childcare, Gag Humor, School"
10116,P.S. Lovin' Song,,33.0,Shoujo,"Romance, Music"
10117,Punky!,,36.0,Shoujo,"Romance, School"
10209,Sexy Effect 96,,329.0,,"Action, Boys Love, Drama, Erotica"
10221,Saikkyou Lover,6.77,298.0,,"Boys Love, Erotica"
10226,Samurai 7,6.41,1497.0,,"Fantasy, Historical, Mecha, Samurai"
10280,Tanpo,,208.0,Shounen,"Comedy, Ecchi"
10288,Arbeiter Kintarou,,238.0,Shounen,"Action, Super Power"
10345,Leader's High!,,128.0,Shounen,School
10365,Sonic the Hedgehog,,380.0,Kids,Comedy
10371,Tokyo Marble Chocolate,6.77,1366.0,Josei,Romance
10378,Delivery,6.65,2093.0,Shoujo,"Drama, Romance"
10402,Slayers Light Magic,6.97,872.0,,"Adventure, Comedy, Fantasy, Time Travel"
10425,Luminous Arc 2: Will,,114.0,,Fantasy
10457,Love's Remedy,,160.0,,"Boys Love, Erotica"
10624,Angel Myth,,308.0,Shoujo,"Fantasy, Romance"
10636,Hybrid Berry,7.04,1236.0,Shoujo,"Comedy, Romance, Sports, Team Sports"
10657,The Beautiful Skies of Houou High,7.38,9628.0,Shoujo,"Comedy, Romance, Crossdressing, School"
10664,Cocoa Riron,5.71,431.0,,"Comedy, Girls Love, Slice of Life, School"
10679,Blood: the Last Vampire: Night of the Beasts,7.04,698.0,,"Action, Horror, Mystery, Supernatural, Vampire"
10699,Tengoku no Inu Monogatari,6.87,241.0,Shoujo,"Slice of Life, Pets"
10811,Nakizakura Kitan,7.47,1172.0,Shoujo,"Drama, Fantasy, Romance, Supernatural"
10820,Ghost in the Shell 2: Innocence - After the Long Goodbye,7.32,1221.0,,"Drama, Mystery, Sci-Fi, Adult Cast, Detective, Psychological"
10835,Total Surrender,6.63,339.0,,"Boys Love, Erotica"
10980,Nessa no Kusari,6.54,1123.0,,"Boys Love, Erotica"
10983,Youkai Gakuenki,6.6,669.0,,"Comedy, Fantasy, Girls Love, School"
10984,No.5,7.61,7053.0,Seinen,"Sci-Fi, Suspense"
11015,Holiday,7.15,1895.0,Shoujo,"Drama, Romance"
11099,Boyfriend,,110.0,Shoujo,Romance
11115,Cannon Sensei Tobashisugi,6.99,664.0,,"Comedy, Romance, Hentai"
11118,Kamisama Dolls,7.07,3543.0,Seinen,"Action, Drama, Supernatural, Mecha"
11163,I'm a prisoner of a liar man.,7.42,2650.0,,"Boys Love, Drama, Erotica"
11183,"Love Sex, Kiss",,259.0,,"Boys Love, Erotica"
11223,The Man of Tango,7.32,1283.0,,"Boys Love, Drama, Erotica"
11248,Binkan Kiss,6.23,1212.0,,Romance
11328,The Prince of Usagi,6.77,313.0,,"Boys Love, Fantasy, Urban Fantasy"
11378,Wonder Boy,7.46,1825.0,Seinen,"Drama, Mystery, Supernatural, Time Travel"
11391,Atsu♡Atsu Trattoria,7.05,3153.0,Shoujo,Romance
11442,Love Romance Sweet Kiss,6.48,1153.0,,"Boys Love, Drama, Erotica"
11499,Xam'd: Lost Memories - Pilgrim of the Compass,,667.0,,Adventure
11559,Aries,7.08,864.0,Shoujo,"Drama, Fantasy, Romance, Supernatural, Historical"
11683,Tsuki no Waltz,7.44,2446.0,Shoujo,"Romance, Historical"
11685,Ameiro Kochakan Kandan,7.38,5831.0,,"Comedy, Girls Love, Slice of Life"
11699,Cappuccino,6.83,4077.0,Josei,"Drama, Romance, Slice of Life"
11748,Ginban Kaleidoscope,,364.0,,
11762,Stringendo,7.08,1276.0,,Hentai
11793,"I don't like you at all, Big Brother!!",6.56,7590.0,,"Comedy, Romance, Ecchi, Harem, School"
11805,The Best!! Extremely Cool Student Council President,,376.0,Shoujo,"Romance, School"
11866,Gunjou,7.4,6923.0,Seinen,"Drama, Girls Love, Erotica, Psychological"
11895,After School Host,,101.0,Shoujo,"Comedy, Romance"
11939,Tengu Onmyoudou,,341.0,Shoujo,"Fantasy, Historical"
11952,Satanister,6.57,1127.0,Josei,"Horror, Psychological"
11975,Inu Usa Neko 2,6.31,381.0,,Slice of Life
12034,Erotic Heart Mother,7.13,1726.0,,"Drama, Hentai"
12095,Shinobi Masen!,,66.0,,"Boys Love, Comedy, Erotica"
12123,Crimson-Shell,6.92,8796.0,Shounen,"Action, Drama, Fantasy, Mystery, Romance, Supernatural"
12145,Lamento: Beyond the Void,7.28,1889.0,Shoujo,"Action, Fantasy, Mythology"
12263,Let\'s Kiss and Hold Hands,,74.0,,"Boys Love, Drama, Erotica"
12315,Graduation Eve,,109.0,,"Boys Love, Erotica"
12371,Taisougi,6.33,2096.0,,Avant Garde
12403,Utsukushiki Kussetsu,5.97,657.0,,"Boys Love, Erotica, Hentai"
12424,F.O.X II,,238.0,,Fantasy
12433,Yukkuri Koi wo Shiyou,,63.0,,"Boys Love, School"
12454,Golden Angel,6.89,568.0,Shoujo,School
12495,Bokutachi Otokonoko,6.76,834.0,Shoujo,"Boys Love, Slice of Life"
12537,Yoru wo Utau Kodomotachi,6.57,768.0,Josei,"Drama, Fantasy, Horror, Supernatural"
12555,Over The Rainbow,,112.0,Josei,Romance
12658,Petit Yuri Hime,6.74,1172.0,,"Comedy, Girls Love, Erotica"
12670,Zettai x Roman,,368.0,,"Comedy, Girls Love, Supernatural, School"
12740,Animal Play,6.18,563.0,,"Boys Love, Erotica"
12760,A Song to the Sun,7.57,8367.0,Josei,"Drama, Romance, Slice of Life"
12828,Unmei no Tori: Takahashi Rumiko Kessakushuu,6.74,1027.0,Seinen,Slice of Life
12841,Die or Like Me,6.84,803.0,,Romance
12881,Arty Square,,246.0,,"Slice of Life, Music"
12888,Happy Marriage?!,7.76,36974.0,Josei,"Romance, Adult Cast"
12891,Nightmare*Alice,,172.0,Josei,Action
12951,Shoutoku Taishi,,98.0,,Historical
12973,Blue Kerchief,,113.0,Josei,Drama
12978,Hatshepsut: The One and Only Female Pharaoh in an Ancient Egyptian Dynasty,5.92,1179.0,Shoujo,"Drama, Girls Love, Historical"
12990,Trump!,7.11,1859.0,,"Action, Comedy, Strategy Game"
12991,Kawa yori mo Nagaku Yuruyaka ni,6.67,620.0,Shoujo,"Award Winning, Comedy, Slice of Life, School"
13013,Tennen Sozai de Ikou.,,107.0,Shoujo,"Romance, School"
13026,Inu wo Kau,7.27,2649.0,Seinen,"Drama, Slice of Life"
13029,Love Isn't Enough?,6.25,1506.0,Shoujo,
13040,Death Jam!,,48.0,,"Action, Adventure, Fantasy"
13058,Magic Lamp,,80.0,,Comedy
13101,Sex,6.71,1587.0,Seinen,"Action, Drama, School"
13157,The Case of Tanaka-kun,,65.0,,"Boys Love, School"
13167,Benkyou no Jikan,7.24,4358.0,Shoujo,Romance
13286,Aneki... My Sweet Elder Sister,6.99,1405.0,,Hentai
13358,Gaku,7.54,2119.0,Seinen,"Award Winning, Drama"
13376,Onigashima,,154.0,,"Romance, Hentai"
13382,No Color,7.68,4861.0,,"Boys Love, Comedy, Romance"
13422,Eve no Onna-tachi,6.24,414.0,,"Girls Love, Erotica"
13428,Plastics,6.68,807.0,,"Boys Love, Erotica"
13544,The Disappearance of Nagato Yuki-chan,7.55,8987.0,Seinen,"Comedy, Romance, School"
13655,Crossroad: Our Promise,,142.0,Josei,"Drama, Romance"
13663,Peter and a Wolf,,52.0,,Boys Love
13676,The iDOLM@STER Break!,6.87,864.0,Shounen,"Comedy, Romance, Harem, Idols (Female)"
13690,Notpia,6.41,817.0,,"Boys Love, Drama, Horror, Erotica"
13695,Wild Arms XF,,173.0,Seinen,Action
13887,Halcyon Lunch,6.64,1702.0,Seinen,"Comedy, Sci-Fi, Supernatural"
13987,Sei Penalty Gakuen Goku,7.01,1062.0,,"Hentai, School"
13995,Tae Guk,,51.0,,Martial Arts
14018,Triage X,7.1,13378.0,Shounen,"Action, Ecchi, School"
14049,S・L・H,7.56,12024.0,Shoujo,"Comedy, Fantasy, Mystery, Romance, Supernatural, Reverse Harem, School"
14071,AM8:00 I Love You,6.33,967.0,Shoujo,Romance
14098,Unlucky Girl,,96.0,Shoujo,
14305,Love x Eros,7.08,1229.0,,"Boys Love, Erotica"
14356,Soshite Boku wa Tohou ni Kureru dj - Daisuki,,114.0,,"Boys Love, Erotica"
14371,ACME,6.47,752.0,,Hentai
14384,Private Lesson,,118.0,,"Boys Love, Music"
14434,Yachin Hanbun no Ibasho desu.,7.21,3900.0,,"Boys Love, Drama, Romance, Erotica"
14518,Heart Made Magic,,52.0,,"Adventure, Boys Love, Fantasy"
14572,Raika,,151.0,Shounen,Historical
14576,Shutter Chance,,94.0,,"Boys Love, Erotica"
14647,Hanasaki Kanon,7.34,974.0,Shoujo,Drama
14735,Chinese Paladin,,202.0,,"Drama, Fantasy, Romance, Historical, Martial Arts"
14791,Kyouko to Tousan,6.76,527.0,Seinen,"Comedy, Slice of Life"
14820,Matsumoto Izumi Digital Short Contents,,89.0,Shounen,"Romance, Slice of Life, Supernatural, Ecchi"
14932,Rose Garden,,155.0,Shoujo,Historical
15031,School,,84.0,Seinen,"Ecchi, Hentai, School"
15053,Kagijin,6.42,2167.0,Shounen,"Action, Adventure, Fantasy, Supernatural"
15058,Seirei Tsukai: Elementalors,,253.0,,"Award Winning, Fantasy"
15109,Majikaru Musou Tenshi Tsuki Irase!! Ryofuko-chan,,280.0,Shounen,"Comedy, Fantasy, Supernatural, Historical, Martial Arts, Parody"
15119,Organic Sons,,229.0,,"Boys Love, Comedy, Erotica"
15153,Red Snow,6.36,1078.0,Seinen,"Drama, Slice of Life, Historical"
15197,eco,6.04,292.0,,"Fantasy, Sci-Fi"
15242,Natsu no Zenjitsu,7.56,13808.0,Seinen,"Drama, Romance, Slice of Life"
15254,Odeko no Mahou,6.9,515.0,Shoujo,"Comedy, Fantasy, Romance, School"
15318,Door to Heaven,5.49,2322.0,,"Drama, Sci-Fi, Psychological"
15328,Kiken na Asobi,,152.0,,"Boys Love, Erotica"
15428,Rin,,184.0,Seinen,"Drama, Sports, Combat Sports"
15474,The World I Create,7.02,829.0,Shoujo,"Fantasy, School"
15485,Yukuyuku,,270.0,Josei,"Drama, Romance, Slice of Life"
15497,Tsukuyomi,,134.0,Shoujo,"Mystery, Supernatural"
15516,The Crater,6.9,2138.0,Shounen,"Horror, Mystery, Sci-Fi"
15706,Dr. wa Amai Kiss wo Suru,6.88,482.0,Shoujo,Romance
15737,1/3 Romantica,6.82,4420.0,Shoujo,"Romance, Slice of Life"
15816,Appearance of the Yellow Dragon!,6.88,1330.0,Shounen,"Comedy, Fantasy, Romance"
15822,I Am a Turtle,,180.0,Seinen,"Comedy, Slice of Life"
